D,H,J,K,L,M,N,P,Q,R,U,V,X,b,fraud
2.760016097,0.094289268,0.209558068,-1.118039928,0.153456716,0.529941298,-1.023587549,-0.332805395,0.570489912,-0.195655994,-0.051584006,0.266778574,0.488659655,0.041138715,0
1.101301643,-0.259457341,-0.040879607,-0.149510545,0.899013686,1.313119974,0.077720843,0.113917701,-0.548243101,-0.322558613,-0.038887154,-0.024370355,0.414364815,0.0285619,0
-0.666081204,-0.700949364,-1.162165005,0.333294023,-1.794288239,3.010685023,1.794291956,-0.614904865,0.222572035,-0.284340546,0.087559388,0.48471613,-0.011177271,0.022689214,0
-0.561489676,-0.45216324,-0.409501884,-1.337485413,0.022806746,0.708579274,-0.148463861,-0.247610646,-0.56686748,-0.521969156,-0.289635534,-0.562027692,-0.628397098,-0.077364385,0
4.929016903,1.336024534,-7.970585958,7.034630119,-9.300167289,-0.313496097,-12.80932051,-6.288257312,-12.59186057,-3.789982797,1.048108006,-0.515769019,-0.426672223,0.720028418,1
3.940777968,0.721617861,-3.307818354,3.674522708,-2.871649533,-0.101839737,-6.565874877,-2.45105258,-1.278435052,0.33762528,0.377564094,0.072212502,0.368162156,-0.017859969,1
-0.693892029,1.380710463,-0.547431335,-1.68187956,-0.267408074,-0.191121432,0.778995155,1.368800238,1.157918311,-1.542186548,-0.034180921,-0.545396053,-0.00613101,-0.651053013,0
0.931213872,1.536977758,-0.196294515,0.931537394,1.291779501,-0.255519854,1.326625709,-0.821653217,0.920681389,-0.465726048,0.26925258,0.806184025,-0.27445907,-0.022495038,0
2.434945556,-0.715992902,2.24003483,-1.658645949,-0.687605009,-0.042214607,-0.566475406,0.842251219,-1.474157052,-0.155817363,0.445968549,1.621078542,0.673546714,0.571177366,0
0.400337309,0.548662291,-0.561435146,0.21594386,0.58246362,-0.546218583,-0.185463607,0.692654639,-0.880187969,0.74055658,-0.039015105,0.380420854,-0.039939814,-0.316296234,0
-0.200829316,-0.321058401,-0.539180521,0.745454607,0.181860362,-0.81316858,0.47661968,-0.736344719,-0.346427582,0.70040279,0.523148119,1.29874884,0.133017788,-0.168315078,0
-0.125915752,0.45024694,0.275268643,-0.986776782,-0.959823226,-2.052686783,-0.949235208,0.264157082,1.403503535,-1.676010473,0.165532447,0.776835107,0.415925741,0.022800935,0
7.702407415,7.376178374,-13.43525443,6.754233025,-12.53472675,1.297961466,-13.11785221,-11.07655542,-20.1472442,-7.694574912,2.400832875,-0.34807449,0.50971757,-0.466075046,1
6.941067973,-2.57172547,-12.45675961,4.569433712,-10.58670139,-0.074392793,-5.828785365,-7.590390276,-12.59420343,-5.438316607,-2.569814947,1.449608363,0.021025867,-0.361412372,1
5.142790407,-0.697686568,3.99779708,0.988304198,-0.595152143,-0.202848001,-0.75003189,-0.85468589,-0.120149483,-0.606903345,-0.65943079,1.817611466,-0.759228159,0.728529599,1
-0.082126552,0.530915045,0.311653555,-0.21839757,-0.272761177,-1.541627753,-1.147819394,0.901835336,0.698759096,-0.345729147,0.401998551,1.027421117,0.06919299,0.049701653,0
1.257163519,0.539064964,-0.350638789,-1.052403046,0.318636976,0.20750882,0.266608424,-1.000814672,0.653358399,-0.546113319,-0.001842667,0.209697679,-0.258003718,0.135846551,0
7.615303486,4.311316401,-12.03175317,7.08948412,-13.65124868,0.522364077,-14.18624716,-12.94472544,-22.25597385,-8.740385851,2.104909396,-0.036584899,0.54091726,0.335032063,1
-4.52351145,2.968162478,2.743570405,-0.7599918,-0.394619546,0.410973373,-0.070852357,0.155732835,0.648698431,-0.141629094,-0.553649463,-1.121165592,0.590805525,0.517737705,0
1.533847657,0.083436577,-1.565702307,0.199035982,-0.388116612,0.749106355,-3.426416569,0.969530454,2.879295236,1.319931808,-0.121326381,-0.151841669,-1.09084491,-0.123678096,0
1.043425187,0.029227558,0.738010226,-0.019717301,0.642480099,1.30358752,-0.062350254,-0.618838358,0.095207807,-0.525796228,0.014366366,0.403730078,0.111720921,-0.012117681,0
-1.811649447,-0.213702056,1.55772388,0.677540892,-0.600124502,-0.23955556,-0.347369805,-0.939894881,0.593565256,0.127024107,-0.408857425,-0.69577777,-0.088352866,0.069626127,0
0.502468878,-0.488536299,-0.184908401,-1.172391086,0.523872339,1.091663375,0.335794278,0.032272837,-0.808250257,0.177898691,0.448957987,0.663699981,-0.57474981,0.002042019,0
-0.935112933,-0.495377001,1.014602968,0.717459524,0.153554105,-0.572177186,1.009716016,-2.038406031,0.102415303,1.004586316,0.067771281,0.180435703,0.809226628,-0.063287367,0
2.323598715,-0.387624824,-1.749827068,1.973772137,-3.159517081,0.221666099,-6.038794802,-2.189941538,-3.533264618,-1.46377243,-0.062210254,-0.58718662,-0.093498457,0.647305461,1
-2.985385942,0.443934042,0.615345596,-0.15065716,-0.516517343,0.054433632,-0.046610961,0.050771161,-0.011571915,0.66830495,0.069550702,0.447137431,-0.500377447,0.132585611,0
-0.530960316,0.053717346,-1.059342984,-0.665543275,-0.36809346,0.235321299,-1.981639043,0.949334215,0.152270608,0.774544584,0.023649579,0.154419299,0.503708032,0.038560303,0
2.905076278,1.652825809,-3.868605579,2.041186759,-2.690064542,0.056004725,-4.906061494,-1.605277852,-4.327890638,-1.042382745,1.042465105,-0.522717131,-0.150928155,-1.044943734,1
0.604371077,0.156935895,-0.180386545,-0.249305983,-0.015911368,-0.348654436,0.049899456,0.45028982,-0.280273606,-0.234729198,0.142879896,0.258668753,0.110403725,0.038619382,0
0.381060427,-0.266991959,-0.401566035,-0.592574722,0.453771253,0.767034064,-0.986029621,0.331473322,0.37839882,-0.337688663,-0.362166475,-0.922594915,0.397789507,-0.029157115,0
11.92636308,-0.332664348,-13.34352092,10.18076756,-14.55466535,0.597123214,-14.47820068,-8.258504797,-12.4310603,-4.836041601,-2.366538938,1.129220509,-1.033320656,-1.395593159,1
-2.073039821,-0.496260377,-0.084720346,-0.762443704,0.887093301,1.172659834,-0.052800218,-2.515946204,0.117991104,1.226782274,-0.040313406,0.715557601,0.124762035,-0.056593003,0
0.170998849,0.031684291,-0.083221562,0.567036415,0.5119167,-1.557777871,0.600256184,-0.270522239,-0.223426338,-0.019258617,-0.039021296,-0.324421137,0.686815027,-0.036482152,0
-3.25945473,-0.212742471,1.468541938,0.276120419,-1.018912761,-0.026717703,-0.991002084,-0.111985541,-0.367880238,0.658942424,-0.3271848,-0.089454717,0.193753521,-0.264641878,0
0.08531905,0.020293659,-1.404170238,0.377451492,-0.450698001,-1.110775323,-0.791720374,-0.120712679,1.516473509,1.876451817,0.641769365,1.36115239,-0.319428701,0.405959521,0
2.963304887,-0.318473564,-2.204653352,2.561955714,-7.040055063,-0.025007377,-2.813453913,-2.247197967,-4.249685365,-2.217643168,-0.198208074,-0.885141271,-0.055822848,-0.055916455,1
2.420818161,0.264334988,0.261851414,-1.107149889,-1.070807943,-1.952883345,0.287013308,-0.401383859,0.432889769,-0.624803054,-0.095047239,-0.231324935,0.010741404,0.137680416,0
6.674410675,0.705844456,-4.334986132,6.430992298,-7.610017667,0.747041449,-8.717313443,-1.91412175,-0.295509465,1.106672164,0.465989599,0.125304393,-0.156191173,0.15749924,1
-2.208557377,0.470640365,-0.630232855,3.166680985,-1.385034653,1.466469453,1.825935624,-2.868595292,1.700321598,0.444355195,-0.189573807,0.392809359,-1.055392115,-0.006717989,0
4.484675918,-0.054714327,-0.394614445,1.655386094,-1.086247677,-0.553102842,-3.638619858,0.868463356,0.5900514,0.599851812,-0.072035108,-0.439606277,-0.257044348,0.065693604,1
0.035281544,2.315372057,0.924760744,-1.481774396,0.382229529,0.273062728,-0.947466284,-1.881705921,0.781233149,1.675949565,-0.536958782,-0.07582013,0.761257564,0.508763424,0
0.006393298,0.268026481,-0.45569907,-0.182636025,1.208278545,0.862111431,-0.999963504,0.035585399,-0.563106085,0.189004555,-0.035930129,0.213487672,-0.673163618,0.018536441,1
-2.037998669,-0.175341452,1.783261464,-0.359113634,-0.718904486,0.513536118,0.155763395,0.006678269,-0.321936292,0.603793137,-0.288828254,-0.756660445,-0.742661545,-0.054399834,0
-0.696920324,0.007477581,0.754857895,1.533900481,0.913027219,0.757644268,0.219875189,-1.289283285,-0.074597694,0.851338777,-0.362661527,-0.708270941,0.042130058,0.010223333,0
-1.126849897,1.237227938,-0.594853512,-0.462122464,-0.16068979,-0.024911637,0.715014598,0.451994792,-0.687361456,0.342774944,0.112670403,0.064718826,1.037885238,0.081878759,0
-1.901374907,1.980778326,-1.719343594,-0.131433549,0.177904844,-0.180149995,-0.616371597,0.733384391,0.627952581,0.366921254,-0.15167705,-0.700657761,0.566783368,0.086102604,0
6.545939579,0.213579015,-6.131390593,6.096896132,-9.494947409,0.094067037,-10.70811886,-1.882095719,-1.37394041,0.378394362,0.366892243,-0.595638377,-0.223671442,0.506879467,1
-0.842293207,-0.217371558,-0.955348256,-1.152433484,-0.312497397,-1.700979019,0.61054417,-0.887307006,0.04831958,0.08160331,-0.06545189,-0.031880672,-0.145060637,0.004789695,0
0.288789289,-0.074344507,0.107837609,0.331230066,0.166443702,-1.814252091,0.886039488,0.038906327,-0.575126362,0.172904034,-0.229410022,-0.690350657,-0.44288745,-0.061564653,0
1.375273277,-0.172057656,-1.637083265,0.273142047,-0.81233066,0.396247619,-3.529164002,0.467293961,3.02192461,1.399172118,-0.108587085,-0.180097703,-1.066052838,0.209727387,0
-0.357931591,0.2976605,-0.823278071,-0.337718726,-1.935253368,2.725130014,1.064408942,0.353704704,0.20811951,0.430128345,0.112602084,0.822449472,-0.068534588,0.192127958,0
4.37648658,-0.233281251,0.187423368,0.000470364,0.035203894,0.664548229,-2.9478697,1.140725394,1.851260936,0.205154128,-0.181469451,-0.286038215,0.104445952,0.016513651,0
0.49584971,0.223664978,1.125148707,0.01503086,0.498766494,0.240316256,-0.166632618,-0.591411663,-0.926970476,2.285404908,-0.279532568,-0.24084589,-0.585075233,-0.027853721,0
1.200474329,-0.643275042,-0.876957121,0.08728667,0.329981546,0.119173012,0.65348098,0.316293794,-0.091766652,-0.452636407,0.674570841,-1.387665711,0.824473315,0.261682334,0
-1.200908755,-0.89935298,1.348365314,-1.212927002,0.746697982,1.677536372,-0.679612908,-0.053035286,-0.815250817,-0.739947816,0.243030441,-0.971353726,0.033185474,-0.078079158,0
1.699806086,0.31249804,-0.303951935,-2.034588376,-0.302439893,-1.586217683,-0.5671488,-0.255183794,0.122709208,0.236553219,0.052242904,0.333993535,-0.096958832,0.040321486,0
-1.076386386,0.207430118,0.880556957,0.457875222,-0.446128864,-0.891850048,-0.051197138,1.598324839,-0.178565515,-0.795780491,-0.008594975,-0.216386951,0.208364155,-0.043462334,0
0.325114946,-0.2351569,-0.335133932,1.143457391,0.95394,0.568169008,-0.663868691,0.431080979,0.024056175,0.967203863,0.242829588,0.844270165,-0.512939352,-0.042009506,0
7.563686163,3.140703981,-16.580961,4.547688011,-9.946048397,1.29759559,-7.616242085,-9.264684456,-19.29055734,-8.019828268,-0.804867557,0.63581459,0.631612311,-1.048897575,1
-1.00345339,-0.069977076,0.755989387,-0.106947848,0.312220952,1.329989187,-0.403780727,1.59078904,-0.554184777,-0.545410336,0.358116234,0.51742815,-1.38173865,-0.025323018,0
5.612203031,1.732505301,-6.088030615,3.834953825,-8.261717638,1.489656044,-8.374533354,-7.87000065,-14.54627741,-5.232425181,1.451204883,0.722213459,-0.003862023,0.559071687,1
-2.663187856,0.331832681,-1.030562607,0.734969299,1.144429125,0.055677724,0.066388085,-3.951087964,1.695687067,-0.597071561,-0.157490857,0.243022,-0.623479394,0.035386144,0
1.720566256,0.090507717,0.302880306,-1.249275774,0.577985189,1.181541514,-0.505736458,0.081484362,-0.133619223,-1.054922548,-0.138415498,-0.173897017,-0.673332847,0.00137201,0
2.829806523,1.211226588,-0.662497027,0.505236308,1.790191835,1.046218412,0.181273166,0.79550313,0.380895736,0.73805928,0.916423987,-2.011703203,0.308320469,-2.085363659,0
1.810623868,0.165781796,-1.488342885,2.537169503,0.469575879,0.299094869,-3.075155545,1.127153803,2.76793204,2.021695214,0.116787965,-0.003707038,0.170787691,-0.03553758,0
0.868138431,0.409191761,0.35059431,-2.028882188,0.847582486,1.209800907,-1.409889529,-2.177974874,0.519182258,0.706273378,-0.510375974,-0.41456036,-0.748743615,0.032648733,0
0.893457837,1.212691429,-0.506177643,0.309393798,1.690238006,0.700847973,0.241216841,-0.567467262,0.438178681,-0.215134849,-0.452172537,-1.177353483,0.657710798,0.045057577,0
0.496248363,-0.052843502,-0.122434582,1.386333681,0.97683751,0.506950832,-0.172035637,0.757932998,-0.394943128,0.267465106,-0.254206819,-0.753880868,-0.034064909,0.017952817,0
7.925325449,6.389355058,-12.57280228,6.377687028,-12.88764376,1.017493047,-12.1459961,-11.39072634,-22.17792942,-8.708343912,2.26897909,-0.366111433,0.56193106,-0.35005662,1
0.875331422,0.771668427,-0.071917659,0.377760684,0.635634536,0.270005809,0.471318727,0.679372913,-0.78788369,1.237231883,0.302270226,0.67165857,-0.436345067,0.136190826,0
0.179343508,0.407805127,-0.965507333,-0.687653096,-0.147358756,-0.604826475,0.736869799,0.071627538,-0.21369249,-0.34415707,0.289664749,0.41992425,0.04767238,0.046118947,0
2.583809502,-0.630049016,1.710696252,0.106689519,0.096433112,1.335259911,-0.554144661,-0.626456475,-0.067710884,-0.630691055,0.097220448,0.406178843,0.107992103,-0.282697863,0
1.014485834,0.078830458,0.284659132,0.444347941,1.425712418,0.825923396,0.1279479,0.382724883,-0.96948926,-0.070736643,-0.439797176,-1.1746047,0.109497966,-0.036814729,0
-0.372910115,-0.487427918,-0.200811485,-0.704903332,0.095177419,0.758287805,-0.942595872,-0.246037026,-0.487251614,-0.035753015,0.13008398,0.822874132,0.089150838,-0.298364242,0
-0.508880747,0.181742454,0.738655993,1.09272761,1.076265432,0.656905803,0.424566551,-2.43821353,0.316847782,0.493893828,0.155554528,0.910519553,-1.387042375,-0.053207472,0
-1.356847589,0.059525472,-0.142226571,0.186955677,-0.088305483,-0.673368801,0.455292863,0.809286104,-1.077928998,0.04625264,-0.463924833,-1.385308856,-0.852972162,0.24372439,0
0.319921833,0.130473216,-0.087314653,-0.261872556,0.41239736,-0.603532059,0.45084367,-1.161017716,0.72517045,-2.253485291,-0.1460929,-0.25024194,-1.031721236,-0.069117055,0
1.215621043,0.16699202,-0.176467642,-1.387785724,-0.060691234,-0.560805303,-0.257358839,0.265579197,-0.404398622,0.195065952,-0.111306191,-0.123577575,-0.161721054,0.029787179,0
-0.885086669,0.44584389,-0.469805323,-0.3449593,0.467254167,-0.166790644,0.632321383,0.541913687,-0.843721454,0.16610341,-0.226563731,-0.68652849,-1.056241321,0.014565144,0
-0.913200674,0.073315291,-1.051306819,-1.34758001,-0.03018522,-0.823590251,-0.014124632,-0.15413328,-0.396858078,0.575581851,-0.078213937,-0.016394349,-0.456985388,0.024786986,0
-0.108495007,0.413151095,0.833755765,1.164437389,-1.487825718,1.055747789,0.979895944,-0.560131803,0.779350536,-0.330515498,-0.94340912,-0.644383901,0.65737377,0.520953501,0
2.483242716,-0.697053363,-4.755952038,2.835063315,-3.288845489,0.949645496,-3.712346444,-3.818578188,-8.910009967,-2.810299895,-0.552742474,0.50415192,0.146710816,-0.1953557,1
6.039404927,0.403686355,-5.857869159,6.600648551,-8.710466779,0.831850119,-10.13643716,-1.897887675,-2.153640761,0.58843872,0.399452476,-0.486115841,-0.707713769,0.444225415,1
7.643264958,2.996137818,-11.25862653,7.339852446,-14.36963687,0.361694724,-13.60874457,-13.37932643,-23.58776078,-9.053991722,2.265218549,0.552748875,0.583780777,0.879556305,1
0.518015693,-0.05629138,-1.114335167,0.738608864,-1.44637385,2.758368917,0.926575964,-0.953201422,1.164807146,-0.832776915,-0.085438893,0.276378404,0.430529006,0.049434139,0
-0.863657514,0.226627359,0.720883495,1.34567169,0.149659621,0.491051331,-0.284830394,1.46991688,-0.048032346,-0.724866676,0.449625697,1.234707695,-0.245540657,0.011775971,0
0.803789106,0.173525493,0.372116114,1.223132146,0.890340298,-0.253892506,1.089813142,-0.994375061,0.032588666,-1.176704012,0.259602844,0.774079446,-0.730259579,-0.072665257,0
0.235202129,-0.100102387,0.054309884,0.958110005,1.201199261,-0.072436096,0.534280938,-0.130182551,-0.564217049,-0.137421781,-0.198963478,-0.522763271,0.729490812,-0.049487694,0
3.289291475,-3.569443569,-4.320535776,1.277202265,-3.701749667,-0.971869594,-4.857776672,-2.80150199,-4.186807537,-1.648406094,-0.511656805,-0.122724086,0.563796658,-0.324706013,1
4.784415324,0.771641935,-11.48293359,4.088486399,-7.992060093,-0.13299801,-7.684472274,-7.555868072,-13.28350868,-5.971061771,0.534613186,0.289086245,0.202540641,-0.416590439,1
-1.645345445,-0.386094812,0.573366822,-0.896766558,-1.46799171,-1.37180965,-0.358158751,0.63973992,0.270977357,-1.456665193,0.201081818,0.785914528,0.399226814,0.013043118,0
0.934587571,-0.049539127,-0.287199277,-1.271684266,-4.380216253,-1.320969504,2.414112887,-0.8265586,0.785707211,0.519228006,-0.145731159,-0.029149545,-0.106405946,0.241465598,0
2.492514405,1.049757417,0.493850824,-0.784553456,-0.757577041,-0.977214589,0.860390703,-0.050426967,0.297373659,-1.767078043,0.449776864,1.158987098,-0.732321953,-0.071521737,0
-0.713208941,-3.709755746,-0.582494893,-1.089784714,0.674844778,0.164764206,0.556800316,0.031133463,0.112763952,-0.731154749,3.61432394,-1.945949592,-0.147332513,-0.042723351,0
-0.208647201,1.571808913,-0.741389604,1.10366307,0.631337435,-0.943536678,1.523846558,-0.020638153,0.567990673,-0.350628488,0.260267347,0.335566544,-0.281699996,-0.097804485,0
0.951202635,-0.247886916,0.914044814,0.725916408,0.355264635,-0.746659246,0.534919607,-1.004962968,-0.086201363,0.115374949,-0.005427841,0.713622802,0.041328784,-0.169544328,0
-0.210276212,0.122161263,0.67041273,0.012920589,-0.575606273,0.310806094,-0.019525894,-1.463221782,2.310602757,-2.868296057,0.160597293,0.627549905,-0.986212115,0.19762737,0
1.526034902,0.057331655,0.274832873,0.647660103,0.324313994,-1.157516665,0.525482287,0.730584488,-0.925628577,1.028938169,0.470551698,0.659430526,0.045271719,0.016500538,0
-0.182116716,-0.154668366,-1.994813795,-0.237487311,-1.244404352,-1.313505133,-2.35658745,0.745872926,1.810866958,1.53055331,0.204563602,0.431566915,-0.330476266,0.195959788,0
-1.552346221,-0.289741265,1.801074779,0.887280086,-0.698045458,-0.788641671,0.473393553,-0.469935006,0.366631113,0.114245416,-0.177963147,-0.49105953,-0.05099197,-0.045559357,0
0.053945771,-0.585694628,-0.006982707,-0.504865526,0.470162574,0.235264924,0.717665058,-0.646024022,-0.240072739,-0.689703975,0.104372768,0.470203856,0.043374678,-0.075825081,0
-1.176035215,-0.223461777,0.930402644,0.251302081,0.206065156,0.857019729,0.021957125,1.370024918,-0.430214712,-1.056974429,-0.034599468,-0.262402844,-1.095939026,-0.065702504,0
-1.307534378,-2.011883505,-2.01716975,0.536060799,-0.471578809,-0.921269508,-1.944267497,0.376347269,2.179110023,0.565320404,-1.237180844,0.341526382,0.516406493,0.091084743,0
0.422952975,-0.200016021,-0.36567287,-0.725970596,-0.215296488,-0.572255282,-0.715337373,0.364286552,0.491545016,-0.207792811,-0.366969746,-1.015110135,0.464940694,-0.029908943,0
-0.669972495,0.252888491,-0.692563458,0.122063999,0.472514312,-0.530251592,0.416258407,0.573704526,-1.063951891,1.231548717,0.971365279,1.152763448,-0.421210507,0.444802619,0
